State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
Florida,Broward County,1,5003,1605,0,6,0.12,0,0,0,0,0,0,5.8,71818,0,1,0,1,0,0,0,0,3183,63.62,734,14.67,860,17.19,222,4.43,2152,43.01,521,10.42,240,4.79,1,0.02,5,0.11,263,5.26,838,16.74,10,0.64,87,5.41,1176,1403,330,3305,925,340,2,13,418,1219,11,134
Florida,Broward County,1,6145,2064,0,0,0.00,0,0,0,0,0,0,15.9,52125,0,1,0,1,0,0,0,0,3109,50.59,1338,21.77,924,15.04,223,3.62,1871,30.46,837,13.62,114,1.86,2,0.02,16,0.26,269,4.37,809,13.16,29,1.38,120,5.83,2819,1778,487,3701,1599,235,6,27,577,1640,52,241
Florida,Broward County,1,5032,1887,0,100,1.99,0,0,0,0,0,0,13.0,57147,0,1,0,1,0,0,0,0,1599,31.77,644,12.80,454,9.03,98,1.96,937,18.62,360,7.16,102,2.04,0,0.00,4,0.08,195,3.87,585,11.62,46,2.44,126,6.68,1855,1244,779,3466,812,263,0,10,481,1497,312,453
Florida,Broward County,1,4903,1690,0,0,0.00,0,0,0,0,0,0,10.1,97526,0,1,0,1,0,0,0,0,3097,63.17,647,13.20,775,15.81,332,6.77,2373,48.40,452,9.22,75,1.53,0,0.00,4,0.08,193,3.94,682,13.90,35,2.05,92,5.45,1329,1256,508,3708,745,136,0,6,308,1135,62,145
Florida,Broward County,1,4129,1510,0,0,0.00,0,0,0,0,0,0,12.1,73029,0,1,0,1,0,0,0,0,2580,62.48,736,17.82,621,15.04,179,4.34,1871,45.30,343,8.30,131,3.16,2,0.05,4,0.10,230,5.57,798,19.33,51,3.35,112,7.45,1409,1048,249,2853,663,204,2,8,399,1309,65,173
Florida,Broward County,1,3068,1048,0,6,0.20,0,0,0,0,0,0,13.3,78446,0,1,0,1,0,0,0,0,1754,57.17,433,14.13,361,11.78,210,6.83,1461,47.63,161,5.25,55,1.80,7,0.23,0,0.00,69,2.26,308,10.05,10,0.99,53,5.02,1091,761,280,2335,453,88,8,2,182,801,36,93
Florida,Broward County,1,8850,3078,0,0,0.00,0,0,0,0,0,0,5.2,112469,1,1,1,1,1,0,0,0,7495,84.68,1048,11.84,1937,21.89,528,5.96,5471,61.82,976,11.03,627,7.09,2,0.03,7,0.07,411,4.65,1607,18.16,58,1.87,55,1.77,1272,2225,676,6587,1093,706,3,8,453,1793,68,63
Florida,Broward County,1,6046,2080,0,0,0.00,0,0,0,0,0,0,7.8,80733,0,1,0,1,0,0,0,0,2322,38.40,416,6.88,572,9.45,222,3.67,1894,31.33,245,4.05,48,0.79,2,0.03,5,0.09,127,2.10,510,8.43,5,0.23,68,3.27,1302,1544,510,4948,599,167,4,10,318,1350,14,179
Florida,Broward County,1,4982,1840,0,7,0.14,0,0,0,0,0,0,9.4,79816,0,1,0,1,0,0,0,0,1204,24.16,300,6.03,281,5.65,103,2.07,898,18.02,154,3.09,44,0.88,0,0.00,6,0.11,103,2.06,299,5.99,9,0.48,42,2.29,1541,1181,369,3649,646,215,0,19,453,1408,46,182
Florida,Broward County,1,1819,606,0,7,0.38,0,0,0,0,0,0,3.8,114423,0,0,0,0,0,0,0,0,311,17.08,22,1.23,78,4.27,18,0.96,265,14.59,25,1.39,11,0.62,0,0.00,0,0.00,9,0.47,36,1.95,2,0.33,2,0.35,137,437,108,1591,116,48,0,2,62,252,12,13
Florida,Broward County,1,3172,1082,0,0,0.00,0,0,0,0,0,0,4.6,104141,0,1,0,1,0,0,0,0,1108,34.94,118,3.72,264,8.34,90,2.83,859,27.07,102,3.21,63,1.97,0,0.00,2,0.05,84,2.63,258,8.12,14,1.33,30,2.75,343,771,270,2555,291,139,3,8,176,615,40,83
Florida,Broward County,1,3652,1331,0,2,0.05,0,1,0,0,0,1,21.2,50849,0,1,0,1,0,0,0,0,1825,49.98,755,20.66,489,13.38,101,2.76,1124,30.79,394,10.80,106,2.89,2,0.04,7,0.19,193,5.27,617,16.90,16,1.24,61,4.58,1728,938,221,2332,714,211,2,19,374,1244,19,112
Florida,Broward County,1,5866,2361,0,206,3.51,0,1,0,1,1,1,14.1,48250,0,1,0,1,0,0,0,1,2361,40.25,1180,20.12,535,9.12,353,6.01,1567,26.71,514,8.76,76,1.30,1,0.02,3,0.05,200,3.42,675,11.51,115,4.89,140,5.92,2907,1330,705,3775,1341,198,6,7,539,1814,266,377
Florida,Broward County,1,3235,1094,0,0,0.00,0,0,0,0,0,0,12.8,60625,0,1,0,1,0,0,0,0,1579,48.81,516,15.95,424,13.12,224,6.92,1021,31.55,345,10.67,63,1.93,0,0.01,5,0.17,145,4.47,439,13.58,27,2.42,78,7.13,1048,883,357,1999,806,129,5,11,285,798,50,147
Florida,Broward County,1,5713,1688,0,0,0.00,0,0,0,0,0,0,17.7,54849,0,1,0,1,0,0,0,0,1916,33.55,941,16.47,642,11.24,80,1.40,862,15.09,752,13.17,66,1.15,2,0.03,6,0.10,228,4.00,509,8.92,21,1.25,169,9.99,2996,1812,277,2651,2174,237,5,34,612,1412,40,473
Florida,Broward County,1,8355,2349,0,97,1.16,0,0,0,0,0,0,15.1,52188,0,1,0,1,0,0,0,0,559,6.69,215,2.57,166,1.98,45,0.54,191,2.29,291,3.48,32,0.38,0,0.00,2,0.02,43,0.52,87,1.04,0,0.00,40,1.72,3786,2410,658,2202,5092,389,10,30,632,1412,73,598
Florida,Broward County,1,5166,1406,0,11,0.21,0,1,0,0,0,1,34.4,47195,0,1,0,1,0,0,0,0,4012,77.65,2084,40.33,1221,23.63,208,4.03,1873,36.26,1306,25.27,131,2.54,2,0.04,11,0.22,689,13.33,1969,38.11,23,1.66,326,23.16,2689,1563,284,2510,1655,153,6,14,828,2522,30,395
Florida,Broward County,1,7242,2669,0,14,0.19,0,0,0,0,0,0,6.6,62038,0,1,0,1,0,0,0,0,4042,55.81,1434,19.80,972,13.42,382,5.27,2630,36.32,868,11.98,71,0.98,0,0.00,14,0.20,459,6.34,1458,20.13,52,1.95,111,4.17,2583,1555,1183,4715,1629,178,1,19,700,2298,138,211
Florida,Broward County,1,7106,1978,0,10,0.14,0,0,0,0,0,0,10.5,52192,0,1,0,1,0,0,0,0,2172,30.56,1051,14.79,639,8.99,109,1.53,729,10.26,1188,16.72,50,0.70,2,0.03,9,0.12,194,2.73,465,6.54,22,1.13,143,7.21,3655,2099,403,2390,3727,208,2,27,752,1617,72,446
Florida,Broward County,1,7483,4186,0,0,0.00,0,0,0,0,1,0,9.8,61927,1,1,1,1,1,0,0,1,7483,100.00,2040,27.27,730,9.76,3968,53.03,6370,85.13,735,9.82,103,1.38,0,0.00,14,0.19,261,3.49,1186,15.85,477,11.40,216,5.16,2021,730,3968,6370,735,103,0,14,261,1186,469,208
Florida,Broward County,1,6241,2801,0,0,0.00,0,0,0,0,0,0,3.5,68083,0,1,0,1,0,0,0,0,2055,32.92,407,6.52,353,5.66,532,8.52,1443,23.12,402,6.43,50,0.80,1,0.02,5,0.09,154,2.46,451,7.23,35,1.26,58,2.07,1823,1089,1563,4509,1105,155,1,9,462,1420,83,169
Florida,Broward County,1,7622,2668,0,0,0.00,0,0,0,0,0,1,20.4,48616,0,0,0,0,0,0,0,0,82,1.07,25,0.32,23,0.30,4,0.06,28,0.36,45,0.59,2,0.03,0,0.00,0,0.00,7,0.09,21,0.28,0,0.01,4,0.16,3567,2153,355,1948,4800,223,1,10,640,1369,67,460
Florida,Broward County,1,4288,2025,0,92,2.15,0,0,0,0,1,0,7.9,67755,0,1,0,1,0,0,0,1,2231,52.03,504,11.75,367,8.57,760,17.73,1642,38.30,395,9.21,66,1.54,1,0.02,5,0.12,122,2.84,499,11.63,177,8.73,61,3.03,1043,806,1164,3135,748,110,3,7,285,1048,285,99
Florida,Broward County,1,3383,1661,0,0,0.00,0,0,0,0,1,0,14.2,65666,0,1,0,1,0,0,0,1,2784,82.28,702,20.75,436,12.88,892,26.38,2168,64.07,364,10.76,31,0.93,0,0.00,1,0.03,219,6.49,779,23.01,114,6.84,73,4.39,1126,511,1073,2626,438,48,0,2,269,929,114,88
Florida,Broward County,1,5086,1505,0,9,0.18,0,0,0,0,0,0,8.1,62432,0,1,0,1,0,0,0,0,2445,48.07,1044,20.52,609,11.98,262,5.15,1041,20.47,1031,20.28,114,2.25,1,0.02,5,0.10,252,4.96,681,13.39,28,1.84,144,9.57,2281,1340,462,2236,2017,260,1,16,556,1497,57,307
Florida,Broward County,1,6818,2261,0,11,0.16,0,0,0,0,0,0,12.0,52644,0,1,0,1,0,0,0,0,3587,52.60,1456,21.36,975,14.30,283,4.14,1383,20.29,1729,25.36,158,2.32,3,0.04,13,0.19,300,4.41,669,9.81,34,1.49,308,13.61,3436,1848,523,2524,3441,220,4,20,609,1359,113,691
Florida,Broward County,1,4004,1775,0,0,0.00,0,0,0,0,0,0,3.7,125250,0,1,0,1,0,0,0,0,1866,46.59,254,6.35,367,9.16,347,8.66,1763,44.03,21,0.53,33,0.82,1,0.02,6,0.16,41,1.03,116,2.89,34,1.91,12,0.65,557,762,753,3769,80,53,1,15,86,279,77,28
Florida,Broward County,1,1550,542,0,65,4.19,0,1,0,0,0,1,25.8,57625,0,1,0,1,0,0,0,0,561,36.17,325,20.94,143,9.21,60,3.86,368,23.76,156,10.03,9,0.60,1,0.06,10,0.64,17,1.08,59,3.78,25,4.63,60,11.09,964,391,142,857,572,17,1,21,82,192,63,151
Florida,Broward County,1,2641,1062,0,0,0.00,0,1,0,0,0,1,26.9,30820,0,1,0,1,0,0,0,0,1829,69.27,1067,40.39,405,15.35,87,3.28,600,22.72,809,30.63,18,0.66,1,0.04,9,0.35,393,14.87,543,20.55,86,8.14,208,19.60,1832,587,125,881,1119,25,1,13,602,869,152,352
Florida,Broward County,1,7134,2309,0,87,1.22,0,1,0,0,0,1,26.9,39087,0,1,0,1,0,0,0,0,4612,64.65,2921,40.94,1003,14.05,970,13.60,1701,23.85,2593,36.35,35,0.49,4,0.06,10,0.14,269,3.77,631,8.85,52,2.26,513,22.21,5637,1710,1229,2361,4207,59,9,15,483,1120,84,727
Florida,Broward County,1,3017,905,0,0,0.00,1,1,1,1,1,1,17.3,50179,1,1,1,1,1,0,0,1,3017,100.00,1487,49.30,761,25.22,503,16.67,95,3.15,2848,94.40,10,0.33,0,0.00,4,0.13,60,1.99,122,4.04,125,13.83,377,41.69,1801,761,503,95,2848,10,0,4,60,122,129,389
Florida,Broward County,1,3584,1234,0,2,0.06,0,1,0,1,1,1,40.3,27948,0,1,0,1,0,0,0,1,1882,52.50,1325,36.97,568,15.83,147,4.11,107,2.98,1706,47.59,3,0.07,0,0.00,0,0.00,66,1.85,147,4.11,157,12.72,351,28.47,2642,1064,272,205,3200,5,1,3,170,309,328,713
Florida,Broward County,1,4686,1468,0,10,0.21,0,1,0,0,0,1,26.8,41677,0,1,0,1,0,0,0,0,688,14.68,381,8.14,262,5.58,29,0.62,176,3.75,410,8.75,3,0.06,0,0.00,5,0.12,94,2.00,212,4.53,12,0.84,67,4.55,3305,1505,256,1397,2447,77,3,31,731,1459,118,550
Florida,Broward County,1,8694,1791,0,3292,37.87,1,1,1,0,0,1,18.8,44657,1,1,1,1,1,0,0,0,4655,53.55,3600,41.41,256,2.95,353,4.06,1999,22.99,2420,27.84,25,0.29,0,0.00,17,0.19,194,2.23,535,6.16,24,1.35,219,12.23,2700,1517,736,2346,5851,57,1,30,409,1068,85,639
Florida,Broward County,1,3107,1250,0,6,0.19,0,0,0,0,0,0,11.2,78443,1,1,1,1,1,0,0,0,2968,95.53,733,23.59,676,21.74,290,9.33,2371,76.30,397,12.78,58,1.87,0,0.00,5,0.17,137,4.40,437,14.08,9,0.74,76,6.09,849,698,296,2463,430,64,0,6,144,464,9,74
Florida,Broward County,1,4286,2287,0,0,0.00,1,1,1,0,0,1,6.5,49297,1,1,1,1,1,0,0,0,4068,94.92,1684,39.29,534,12.47,1312,30.62,3404,79.41,365,8.51,83,1.95,0,0.00,7,0.17,209,4.88,752,17.55,69,3.03,151,6.60,1867,565,1382,3580,390,89,0,8,219,796,68,147
Florida,Broward County,1,4908,2601,0,0,0.00,0,0,0,0,1,0,6.0,84104,1,1,1,1,1,0,0,1,4818,98.17,826,16.83,678,13.82,1985,40.44,3976,81.00,500,10.18,113,2.30,1,0.02,6,0.12,223,4.53,650,13.24,324,12.47,117,4.51,818,679,2054,4061,502,115,1,6,223,654,331,124
Florida,Broward County,1,3459,2548,0,0,0.00,0,0,0,0,1,0,11.6,54255,1,1,1,1,1,0,0,1,3343,96.64,1326,38.32,9,0.26,2733,79.02,3214,92.91,66,1.90,24,0.70,1,0.03,4,0.11,34,0.98,153,4.41,485,19.04,155,6.07,1583,9,2824,3326,68,25,1,4,35,160,543,172
Florida,Broward County,1,7181,2686,0,518,7.21,0,1,0,1,1,1,36.1,24246,0,1,0,1,0,0,0,1,1918,26.71,1449,20.18,444,6.19,443,6.16,1183,16.48,421,5.86,11,0.15,0,0.00,6,0.08,297,4.14,729,10.15,120,4.47,231,8.62,6027,1635,1455,3725,2530,21,13,36,856,2479,657,843
Florida,Broward County,1,6241,3650,0,71,1.14,0,0,0,0,1,0,9.0,54533,1,1,1,1,1,0,0,1,5129,82.19,1792,28.71,469,7.51,1677,26.86,4370,70.01,332,5.31,190,3.04,1,0.01,7,0.11,231,3.70,829,13.28,255,6.99,215,5.88,2267,569,2109,5291,426,223,1,8,292,1024,323,243
Florida,Broward County,1,3515,1597,0,47,1.34,0,0,0,0,0,0,7.1,102850,0,1,0,1,0,0,0,0,983,27.96,158,4.50,186,5.29,165,4.71,872,24.80,43,1.23,19,0.55,0,0.00,6,0.16,43,1.21,133,3.77,26,1.62,32,2.03,480,663,609,3202,135,48,0,13,117,423,84,104
Florida,Broward County,1,3496,1498,0,8,0.23,0,1,0,0,0,1,25.4,60489,0,1,0,1,0,0,0,0,1651,47.22,655,18.72,333,9.53,180,5.14,1337,38.25,193,5.53,31,0.89,0,0.00,2,0.06,87,2.49,213,6.09,44,2.95,99,6.61,1831,726,377,2695,520,61,1,4,215,519,90,222
Florida,Broward County,1,4499,2134,0,0,0.00,0,0,0,0,0,0,4.7,86682,0,1,0,1,0,0,0,0,2508,55.75,320,7.12,360,7.99,454,10.09,2389,53.10,25,0.55,31,0.69,1,0.02,3,0.07,59,1.32,237,5.26,80,3.75,28,1.29,605,689,810,4195,75,88,1,9,131,438,137,46
Florida,Broward County,1,2511,1120,0,80,3.19,0,1,0,0,0,1,24.3,49952,0,1,0,1,0,0,0,0,533,21.22,225,8.96,125,4.98,61,2.43,423,16.84,78,3.12,11,0.43,0,0.00,2,0.08,19,0.75,90,3.58,12,1.12,45,3.98,928,453,309,1931,415,29,2,6,128,337,94,230
Florida,Broward County,1,4212,2223,0,35,0.83,0,0,0,0,1,0,17.3,61832,0,1,0,1,0,0,0,1,2552,60.58,995,23.63,392,9.32,447,10.62,2092,49.68,281,6.66,33,0.78,5,0.12,5,0.11,136,3.23,326,7.73,161,7.24,179,8.03,1561,598,731,3581,363,50,5,6,207,503,237,276
Florida,Broward County,1,2300,1185,0,0,0.00,0,0,0,0,0,0,5.1,79143,0,1,0,1,0,0,0,0,893,38.81,182,7.92,84,3.66,346,15.03,847,36.83,11,0.46,14,0.61,0,0.00,2,0.11,18,0.80,54,2.34,52,4.36,22,1.87,351,317,584,2186,23,34,0,6,51,183,89,45
Florida,Broward County,1,3542,1759,0,0,0.00,0,0,0,0,1,0,14.9,84706,0,1,0,1,0,0,0,1,2518,71.10,756,21.34,349,9.86,547,15.45,2278,64.32,147,4.16,24,0.68,0,0.00,6,0.17,63,1.77,300,8.46,101,5.72,79,4.49,878,513,715,3258,165,29,0,8,82,392,155,97
Florida,Broward County,1,6136,3740,0,32,0.52,0,0,0,0,1,0,9.4,98462,0,1,0,1,0,0,0,1,5519,89.95,934,15.23,287,4.67,2556,41.66,5296,86.32,59,0.97,54,0.88,0,0.00,10,0.17,99,1.61,431,7.02,365,9.77,80,2.14,1026,316,2723,5843,85,73,0,13,122,483,368,83
Florida,Broward County,1,1288,815,0,0,0.00,0,0,0,0,0,0,11.9,77250,0,1,0,1,0,0,0,0,1288,100.00,320,24.85,32,2.48,693,53.80,1249,96.97,14,1.09,4,0.31,0,0.00,1,0.08,20,1.55,78,6.06,44,5.34,24,2.91,246,32,693,1249,14,4,0,1,20,78,33,18
Florida,Broward County,1,2870,1859,0,21,0.73,1,1,1,1,1,1,10.3,48611,1,1,1,1,1,0,0,1,2481,86.46,846,29.48,80,2.78,1109,38.63,2351,81.92,54,1.90,21,0.75,0,0.00,5,0.17,49,1.72,171,5.95,163,8.79,49,2.65,915,86,1321,2724,60,26,0,6,54,185,156,50
Florida,Broward County,1,1739,997,0,0,0.00,0,0,0,0,0,0,15.4,88594,0,1,0,1,0,0,0,0,1739,100.00,408,23.48,137,7.88,598,34.39,1639,94.25,26,1.50,31,1.78,1,0.06,4,0.23,38,2.19,137,7.88,63,6.29,56,5.62,365,137,598,1639,26,31,1,4,38,137,52,47
Florida,Broward County,1,1298,785,0,0,0.00,0,0,0,0,1,0,11.5,76125,0,1,0,1,0,0,0,1,1185,91.26,369,28.44,83,6.41,415,31.97,1120,86.32,25,1.93,13,1.01,0,0.00,1,0.08,25,1.93,103,7.97,145,18.53,37,4.77,476,97,457,1225,28,17,0,1,27,111,193,50
Florida,Broward County,1,2826,1574,0,0,0.00,0,0,0,0,0,0,7.6,109952,0,0,0,0,0,0,0,0,307,10.85,48,1.70,21,0.74,78,2.77,292,10.34,3,0.12,2,0.09,0,0.00,1,0.04,7,0.26,28,0.99,18,1.17,3,0.21,526,285,1055,2737,27,14,0,6,42,276,174,29
Florida,Broward County,1,1761,999,0,0,0.00,0,0,0,0,0,0,6.6,102019,0,1,0,1,0,0,0,0,1760,99.93,275,15.60,159,9.03,418,23.72,1614,91.64,43,2.44,34,1.93,2,0.11,7,0.40,60,3.40,203,11.52,60,5.97,14,1.39,259,159,418,1615,43,34,2,7,60,203,56,13
Florida,Broward County,1,2890,1808,0,0,0.00,0,0,0,0,0,0,4.8,84844,0,1,0,1,0,0,0,0,1511,52.29,218,7.55,121,4.20,464,16.04,1404,48.57,26,0.89,31,1.08,0,0.02,7,0.23,44,1.51,142,4.91,31,1.72,16,0.89,368,204,731,2627,71,67,1,12,112,323,54,28
Florida,Broward County,1,4742,2297,0,0,0.00,0,0,0,0,1,0,8.1,99091,0,1,0,1,0,0,0,1,4666,98.40,817,17.24,758,15.98,763,16.08,4133,87.16,277,5.84,71,1.50,3,0.06,7,0.15,175,3.69,655,13.81,144,6.25,217,9.44,957,768,771,4200,281,72,3,7,179,665,164,232
Florida,Broward County,1,2802,1476,0,0,0.00,0,0,0,0,0,0,4.1,84948,0,1,0,1,0,0,0,0,1805,64.40,249,8.89,329,11.76,390,13.93,1662,59.30,64,2.29,38,1.35,0,0.00,7,0.26,34,1.20,198,7.05,31,2.11,61,4.11,467,431,647,2564,84,67,0,9,78,342,53,109
Florida,Broward County,1,3938,1839,0,110,2.79,0,0,0,0,0,0,11.4,65144,0,1,0,1,0,0,0,0,534,13.56,164,4.17,106,2.69,74,1.87,465,11.81,33,0.85,13,0.33,1,0.01,0,0.00,22,0.55,114,2.90,20,1.09,29,1.56,1471,637,677,3414,248,77,6,6,187,626,142,217
Florida,Broward County,1,2174,1234,0,0,0.00,0,0,0,0,0,0,3.2,140649,0,1,0,1,0,0,0,0,1438,66.15,182,8.38,97,4.45,493,22.70,1354,62.29,17,0.80,30,1.38,0,0.00,3,0.14,33,1.54,114,5.25,35,2.88,6,0.52,310,210,668,2039,30,46,0,4,55,176,50,9
Florida,Broward County,1,2879,1464,0,4,0.14,0,0,0,0,0,0,11.7,104120,0,1,0,1,0,0,0,0,1206,41.87,204,7.08,188,6.53,272,9.43,1132,39.32,32,1.12,13,0.47,0,0.00,0,0.00,28,0.97,116,4.03,17,1.17,33,2.28,597,418,657,2725,57,29,1,2,65,276,83,83
Florida,Broward County,1,3381,2004,0,2,0.06,0,0,0,0,0,0,7.4,112589,0,1,0,1,0,0,0,0,3349,99.07,442,13.07,279,8.26,889,26.28,3155,93.30,68,2.02,52,1.55,2,0.06,6,0.18,66,1.95,291,8.62,52,2.61,18,0.92,390,281,897,3184,70,53,2,6,66,293,44,16
Florida,Broward County,1,2234,1437,0,0,0.00,0,0,0,0,0,0,9.3,77464,0,0,0,0,0,0,0,0,188,8.42,45,2.03,1,0.06,124,5.57,178,7.98,4,0.17,4,0.20,0,0.00,0,0.00,2,0.08,8,0.38,31,2.16,3,0.23,475,123,1201,2137,25,31,0,6,35,182,296,32
Florida,Broward County,1,3855,2463,0,0,0.00,0,0,0,0,0,0,5.2,155441,0,0,0,0,0,0,0,0,461,11.95,61,1.58,19,0.50,253,6.56,444,11.51,2,0.06,8,0.21,0,0.00,0,0.00,7,0.17,43,1.11,14,0.59,6,0.25,403,128,2101,3709,29,50,2,2,63,311,161,45
Florida,Broward County,1,3729,2057,0,3,0.08,0,0,0,0,0,0,4.7,117411,0,1,0,1,0,0,0,0,1660,44.53,250,6.69,242,6.50,363,9.73,1572,42.17,16,0.44,29,0.77,0,0.00,1,0.03,42,1.12,166,4.46,39,1.88,27,1.33,403,473,843,3487,70,73,1,3,95,360,117,47
Florida,Broward County,1,2992,1439,0,0,0.00,0,0,0,0,0,0,4.3,121528,0,0,0,0,0,0,0,0,213,7.13,43,1.45,45,1.51,21,0.69,188,6.29,7,0.25,9,0.32,0,0.00,0,0.00,8,0.28,32,1.07,1,0.10,1,0.07,590,521,408,2784,79,51,1,2,75,274,49,16
Florida,Broward County,1,2722,1450,0,0,0.00,0,0,0,0,0,0,6.2,107321,0,0,0,0,0,0,0,0,429,15.75,98,3.59,42,1.52,50,1.82,363,13.34,28,1.01,13,0.47,0,0.00,0,0.00,25,0.93,47,1.73,7,0.47,5,0.37,571,323,297,2372,163,72,0,10,105,384,42,29
Florida,Broward County,1,3565,1984,0,77,2.16,0,0,0,0,0,0,18.2,99342,0,0,0,0,0,0,0,0,286,8.02,108,3.02,14,0.38,65,1.81,249,6.99,23,0.65,3,0.08,1,0.02,1,0.03,9,0.24,41,1.16,8,0.39,14,0.71,1666,337,405,2710,516,120,7,15,197,509,106,145
Florida,Broward County,1,4254,1987,0,82,1.93,0,0,0,0,0,1,23.4,46250,0,0,0,0,0,0,0,0,309,7.25,141,3.31,44,1.03,14,0.32,230,5.41,56,1.31,5,0.11,0,0.00,2,0.04,16,0.38,48,1.13,10,0.50,20,0.98,2082,738,249,2161,1686,60,0,23,324,650,131,239
Florida,Broward County,1,4621,1386,0,139,3.01,0,1,0,1,1,1,39.0,36908,0,1,0,1,0,0,0,1,2428,52.54,1578,34.16,708,15.33,343,7.42,148,3.20,2193,47.45,3,0.06,1,0.02,7,0.15,76,1.65,74,1.61,127,9.20,396,28.55,3505,1279,656,294,4169,8,1,21,128,171,277,813
Florida,Broward County,1,3403,991,0,0,0.00,0,0,0,0,0,1,23.5,38214,0,0,0,0,0,0,0,0,491,14.42,254,7.47,138,4.07,55,1.61,28,0.83,426,12.51,1,0.02,0,0.00,2,0.06,34,1.01,18,0.53,9,0.89,51,5.14,2299,899,378,243,3000,23,1,11,125,120,96,416
Florida,Broward County,1,2741,907,0,0,0.00,1,1,1,0,0,1,21.7,37300,1,1,1,1,1,0,0,0,2415,88.09,1454,53.05,788,28.75,330,12.03,23,0.85,2360,86.09,1,0.04,0,0.00,3,0.11,27,1.00,31,1.13,82,9.06,322,35.53,1770,853,390,28,2678,1,0,3,31,33,101,393
Florida,Broward County,1,4580,1484,0,18,0.39,0,1,0,1,1,1,15.8,43911,0,1,0,1,0,0,0,1,3999,87.31,2225,48.58,1223,26.69,312,6.82,75,1.63,3852,84.11,9,0.19,0,0.00,3,0.06,60,1.32,64,1.39,159,10.68,517,34.83,2731,1375,382,88,4414,9,0,3,66,75,204,666
Florida,Broward County,1,4497,1408,0,0,0.00,0,1,0,1,1,1,30.2,37540,0,1,0,1,0,0,0,1,2773,61.66,1634,36.34,942,20.94,380,8.44,45,1.01,2677,59.53,17,0.39,0,0.00,6,0.14,27,0.60,49,1.09,169,11.97,224,15.88,2656,1426,562,124,4263,43,0,9,58,133,246,368
Florida,Broward County,1,6912,2117,0,85,1.23,0,1,0,0,0,1,43.8,38257,0,1,0,1,0,0,0,0,3750,54.25,2569,37.17,923,13.35,645,9.32,108,1.56,3555,51.43,13,0.18,0,0.00,15,0.21,59,0.86,92,1.34,62,2.91,560,26.46,6520,1759,1156,194,6561,20,0,17,120,191,141,1024
Florida,Broward County,1,2682,913,0,33,1.23,0,0,0,0,0,1,35.9,24609,0,0,0,0,0,0,0,0,86,3.20,73,2.73,36,1.32,7,0.25,2,0.06,81,3.02,0,0.00,0,0.00,0,0.00,3,0.12,1,0.05,6,0.69,11,1.15,2589,788,259,93,2526,2,0,2,59,53,285,495
Florida,Broward County,1,5572,2098,0,133,2.39,0,0,0,0,0,1,34.4,29904,0,0,0,0,0,0,0,0,335,6.02,181,3.25,143,2.57,10,0.17,49,0.89,269,4.83,3,0.05,0,0.00,1,0.02,13,0.23,40,0.72,10,0.48,30,1.43,3626,1723,332,553,4794,33,0,8,184,214,489,1042
Florida,Broward County,1,1787,973,0,71,3.97,0,0,0,0,0,0,8.7,130893,0,0,0,0,0,0,0,0,365,20.41,65,3.66,51,2.84,38,2.15,336,18.79,7,0.40,4,0.24,0,0.00,1,0.03,17,0.94,72,4.05,6,0.61,5,0.49,384,208,163,1570,101,28,0,4,84,243,27,22
Florida,Broward County,1,3123,1979,0,12,0.38,0,0,0,0,1,0,13.8,88750,0,1,0,1,0,0,0,1,2194,70.25,592,18.95,185,5.93,432,13.83,1949,62.40,111,3.55,52,1.67,2,0.06,6,0.20,74,2.38,278,8.91,178,9.02,158,7.96,949,256,565,2748,165,65,4,9,132,437,232,234
Florida,Broward County,1,3467,2107,0,0,0.00,0,0,0,0,1,0,9.5,97026,0,1,0,1,0,0,0,1,2115,61.01,393,11.33,158,4.57,269,7.77,1944,56.08,53,1.52,34,0.97,3,0.09,4,0.11,77,2.23,261,7.53,107,5.08,33,1.57,631,257,409,3157,93,76,3,8,130,441,132,49
Florida,Broward County,1,3392,1761,0,3,0.09,0,0,0,0,1,0,3.3,158618,1,1,1,1,1,0,0,1,3392,100.00,373,11.01,419,12.35,809,23.85,3261,96.14,25,0.74,45,1.33,1,0.03,5,0.15,55,1.62,288,8.49,105,5.98,42,2.40,371,419,809,3261,25,45,1,5,55,288,88,37
Florida,Broward County,1,2683,1731,0,82,3.06,0,0,0,0,0,0,12.8,100368,1,1,1,1,1,0,0,0,1605,59.83,313,11.65,43,1.59,519,19.34,1514,56.42,24,0.88,31,1.15,1,0.04,2,0.07,34,1.27,149,5.54,76,4.37,8,0.44,497,96,831,2462,98,56,1,5,61,245,112,9
